x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event,p
-0.2,-0.3,-0.0,-7.4,-7.4,-9.6,6.4,1.5,0.3,0.6,1.0,0.9390628847462056
0.1,-0.0,-0.2,-4.9,-4.9,5.6,3.1,5.0,0.6,5.1,1.0,0.9585286823100796
7.9,-0.8,-3.8,-8.8,-8.8,7.3,2.7,9.3,5.8,0.5,1.0,0.965837433333962
3.9,-10.5,-3.8,-9.4,-9.4,8.5,1.4,5.3,3.4,5.5,1.0,0.9718135663552936
0.0,-2.7,-0.0,-6.0,-6.0,5.7,6.5,3.5,0.7,2.4,1.0,0.9679010445619588
6.7,-0.6,-6.1,-10.7,-10.7,6.6,1.8,2.9,5.1,3.4,0.0,0.969720141507308
0.9,-0.5,-0.0,-6.0,-6.0,7.0,8.9,6.4,1.6,4.5,1.0,0.9705344048377542
7.2,-0.0,-4.6,-9.0,-9.0,11.3,0.8,8.0,3.9,2.5,1.0,0.9696386663030016
2.4,-0.0,-6.6,-8.9,-8.9,5.5,0.7,3.9,1.5,4.1,1.0,0.9580947545543164
0.1,-1.1,-0.3,-4.0,-4.0,6.5,2.3,5.9,0.5,2.6,1.0,0.9556100039896576
0.0,3.5,-0.7,-1.8,-1.8,-1.2,6.0,1.8,0.2,3.9,1.0,0.937837446123269
-0.0,-0.3,-0.0,-3.0,-3.0,5.3,1.6,5.3,0.2,7.1,1.0,0.9500146478448628
0.2,0.1,-2.1,3.5,3.5,7.5,2.1,4.5,0.2,5.9,1.0,0.9290113048278807
0.6,0.0,-0.4,-7.4,-7.4,2.7,5.6,3.0,1.2,7.1,1.0,0.9649311840873428
-0.0,-0.2,-0.0,3.1,3.1,6.1,5.7,2.5,0.1,1.8,1.0,0.941331879209923
2.1,0.0,-5.9,-6.9,-6.9,4.6,1.7,5.4,1.5,0.5,1.0,0.9507352265454491
0.1,-4.8,-0.0,-0.8,-0.8,7.7,4.2,7.1,0.5,2.0,1.0,0.9524156053852888
1.0,0.0,-0.4,-6.2,-6.2,8.1,3.3,6.3,1.3,2.2,1.0,0.9653718381621174
0.0,-1.8,-0.5,-0.9,-0.9,-1.2,4.2,6.7,0.4,2.0,0.0,0.9250859053646941
-0.6,0.1,-2.0,4.5,4.5,-6.3,1.7,1.2,0.0,0.8,1.0,0.8637688042388909
0.2,-0.0,-0.5,-7.0,-7.0,7.4,2.3,2.7,0.7,0.4,1.0,0.9669479468999576
1.2,-0.6,-1.6,-5.0,-5.0,5.4,4.1,6.5,1.2,1.9,1.0,0.9566497023612572
0.1,-4.5,-0.4,-5.3,-5.3,1.3,1.8,6.1,0.6,2.8,1.0,0.9476878521651719
9.2,2.3,-10.8,-5.8,-5.8,10.1,1.0,8.2,2.2,2.3,1.0,0.9494377867458546
0.0,-20.6,-0.1,-6.5,-6.5,4.5,5.8,1.7,0.5,0.6,1.0,0.9718605619364344
1.0,-0.4,-1.2,-9.4,-9.4,-2.8,2.7,5.0,2.4,7.6,1.0,0.9527672512880928
-0.0,-8.8,-1.2,-9.4,-9.4,-6.7,2.5,1.1,0.5,1.7,1.0,0.9488078651184294
0.9,-0.6,-1.6,-8.8,-8.8,3.2,3.8,2.8,1.8,0.3,1.0,0.965082867105094
0.3,-1.6,-0.9,1.8,1.8,8.3,2.6,8.1,0.4,6.2,1.0,0.9381889296059028
12.2,13.1,-20.6,-8.9,-8.9,7.9,1.0,4.1,4.0,1.1,1.0,0.9377474377563016
3.4,-0.0,-0.1,-9.2,-9.2,3.1,8.4,8.5,5.7,4.2,1.0,0.9706155983597492
3.8,0.0,-1.1,-6.8,-6.8,7.9,5.7,6.8,2.8,4.9,1.0,0.9694030608119968
-0.2,3.4,0.8,0.2,0.2,-2.4,18.5,2.7,0.2,4.6,1.0,0.9534277682771491
0.1,0.0,-1.0,-4.7,-4.7,-1.4,3.0,4.4,0.5,1.1,1.0,0.9391903717785152
2.8,1.1,-0.4,-2.2,-2.2,11.2,4.5,8.6,1.2,1.1,1.0,0.9608711618979634
-0.1,2.4,-0.1,4.7,4.7,-4.5,6.4,3.6,0.1,0.7,1.0,0.8904649428280098
6.1,-0.5,-10.1,-9.8,-9.8,6.1,1.1,4.9,4.1,2.8,1.0,0.9584063788462428
10.3,-0.1,-1.6,-4.1,-4.1,10.4,3.4,32.4,4.8,2.8,1.0,0.9383433521843176
9.3,-5.3,-10.3,-4.9,-4.9,9.3,1.0,16.0,2.6,1.7,1.0,0.9385107876194976
-0.2,-2.0,-0.2,-7.3,-7.3,-2.1,2.1,1.0,0.2,1.0,1.0,0.9511844914139704
-0.0,-0.0,0.0,8.3,8.3,10.5,5.1,4.1,0.1,1.1,1.0,0.9296525985472994
0.0,0.0,-0.2,5.9,5.9,2.9,4.7,8.5,0.2,15.2,1.0,0.9067340296313136
0.2,1.5,-0.8,-2.7,-2.7,3.2,3.1,5.0,0.5,2.2,1.0,0.94394484854718
0.0,-0.1,0.0,0.5,0.5,5.0,7.0,8.9,0.4,0.9,1.0,0.9418143524092476
1.7,-5.4,-4.5,-3.2,-3.2,7.7,1.5,7.6,0.8,1.1,1.0,0.9476346532480784
0.4,-1.8,-2.5,-8.2,-8.2,4.8,0.9,4.1,0.9,10.2,0.0,0.9614530333423861
0.1,0.1,-1.1,-4.8,-4.8,3.4,3.0,2.6,0.4,0.9,1.0,0.9537654803770308
4.4,0.6,-2.2,-9.2,-9.2,5.8,2.0,11.7,5.1,0.8,1.0,0.961653124409716
-0.6,-0.0,0.1,1.8,1.8,-5.2,10.6,2.4,0.1,0.4,1.0,0.9217526375774774
1.1,13.7,-9.8,-6.5,-6.5,0.5,0.8,5.0,0.9,1.5,1.0,0.9187586258618964
0.2,-0.0,-0.4,-8.4,-8.4,4.5,3.2,4.3,1.4,4.8,1.0,0.9658986650249468
1.0,-0.6,-0.1,-9.2,-9.2,5.3,4.6,6.6,3.1,0.7,1.0,0.9695641028025336
-0.0,0.8,0.0,-0.7,-0.7,4.6,9.6,2.7,0.2,0.9,1.0,0.9563097952883688
2.1,2.1,-0.0,-5.3,-5.3,5.2,9.7,11.3,2.3,0.5,1.0,0.962452758844576
6.3,3.7,-5.8,-8.0,-8.0,8.2,1.5,7.5,3.1,0.8,1.0,0.960021785796406
0.2,-1.2,-0.0,-8.5,-8.5,3.5,4.6,5.2,1.6,6.6,1.0,0.966535399816716
13.3,4.5,-10.5,-10.6,-10.6,6.0,0.7,14.8,10.9,16.7,1.0,0.9545029051138688
0.9,-1.1,-1.5,0.1,0.1,6.4,2.0,13.7,0.7,6.5,1.0,0.9281518500678734
1.8,0.1,-0.3,-5.1,-5.1,7.9,3.2,14.3,1.8,0.9,1.0,0.9548036855692144
1.0,-0.4,-2.6,-9.4,-9.4,-8.3,4.9,4.7,2.8,1.3,1.0,0.9396332957721056
1.3,-1.3,-0.4,-4.9,-4.9,11.9,4.0,3.1,0.9,4.4,1.0,0.9722245284558952
0.7,0.1,-4.0,-6.0,-6.0,0.4,2.0,3.5,0.7,2.2,0.0,0.9426785274007792
0.1,1.7,-3.6,1.4,1.4,2.3,2.2,3.1,0.2,1.1,1.0,0.9168851060266529
-0.6,0.3,0.2,8.2,8.2,4.1,15.5,3.0,0.0,1.6,1.0,0.9357704312440644
-1.7,-0.4,0.4,4.8,4.8,-5.0,20.5,2.3,0.1,6.2,1.0,0.9353678453105684
-0.2,-0.5,-0.0,-2.6,-2.6,-5.4,7.7,1.5,0.1,18.6,1.0,0.9389803072172012
7.0,0.2,-14.5,-5.8,-5.8,12.2,0.8,4.2,1.5,2.6,1.0,0.9521207615687716
0.9,0.4,-5.5,-8.5,-8.5,-0.3,1.3,2.8,1.1,1.9,1.0,0.9464205409785216
1.2,-0.1,-1.4,-5.5,-5.5,9.8,1.5,6.1,0.9,2.0,1.0,0.963199875184246
10.5,0.8,-8.0,-8.6,-8.6,8.6,1.7,10.8,6.3,1.2,1.0,0.9599501364228672
1.8,0.1,-3.3,-9.5,-9.5,-0.6,3.2,2.0,2.0,1.4,1.0,0.9574637482984008
12.8,0.0,-9.6,-10.4,-10.4,7.9,2.5,5.5,10.3,2.4,1.0,0.9688880288916027
0.1,-0.0,-0.3,-5.8,-5.8,0.7,5.9,4.0,0.8,1.6,1.0,0.955546717371568
20.4,-0.4,-12.9,-6.7,-6.7,12.2,1.4,13.1,6.3,13.1,1.0,0.9570111144940616
-0.2,0.1,0.0,-3.7,-3.7,-1.2,5.5,3.0,0.2,5.3,1.0,0.945467777929616
0.0,0.3,-0.0,1.8,1.8,2.7,10.2,5.5,0.3,2.4,1.0,0.9417825107380448
0.0,0.6,-0.0,-1.2,-1.2,3.8,10.1,5.5,0.5,0.6,0.0,0.954011287488527
73.2,0.0,-16.2,-10.9,-10.9,12.8,1.3,66.8,130.1,0.8,1.0,0.9760914230360099
0.0,0.6,0.0,2.9,2.9,5.0,9.2,5.6,0.3,7.5,1.0,0.9427431922867576
4.4,-0.1,-2.1,-6.4,-6.4,5.4,4.0,13.4,3.4,2.2,0.0,0.9543352870854548
0.2,0.0,-0.7,-2.5,-2.5,-3.6,5.2,7.0,0.6,2.1,1.0,0.9248649148657696
6.5,18.5,-6.0,-6.5,-6.5,9.5,0.9,10.6,2.3,1.3,1.0,0.94789495123488
12.5,0.0,-2.0,-8.1,-8.1,11.6,4.5,7.2,6.4,1.3,0.0,0.9766803267292674
0.7,0.1,-0.6,3.1,3.1,4.1,6.4,10.9,0.6,9.1,1.0,0.9242585869837328
4.9,17.7,-1.0,-7.8,-7.8,6.8,8.0,7.3,4.5,0.8,1.0,0.9678018960047162
0.8,-0.2,-4.5,-10.2,-10.2,-2.8,1.2,1.4,1.2,4.6,1.0,0.9498986917816566
1.4,-0.1,-2.3,-3.5,-3.5,4.2,2.6,9.8,1.1,1.3,1.0,0.9405576886498456
0.0,0.3,-0.3,-3.8,-3.8,1.2,2.3,3.2,0.3,0.8,1.0,0.9443679400181412
0.1,-5.6,-2.2,-4.7,-4.7,-1.5,4.6,2.0,0.5,6.5,1.0,0.9465689063783969
4.2,-0.2,-5.9,0.0,0.0,11.3,1.2,7.9,0.8,23.6,1.0,0.9448554004830468
-0.1,0.6,0.6,3.0,3.0,4.9,20.3,2.5,0.1,1.0,1.0,0.9636574972097249
-0.1,0.0,-0.0,-3.1,-3.1,-4.4,2.3,4.9,0.2,3.0,1.0,0.9224781939354276
1.8,0.2,-2.8,-7.6,-7.6,5.1,1.8,4.2,1.4,9.6,1.0,0.961111565763508
0.9,1.6,-0.0,-2.0,-2.0,10.7,9.9,7.7,1.1,2.1,1.0,0.967236262200299
1.0,-1.1,-0.2,-2.4,-2.4,9.0,3.8,9.4,0.9,0.8,1.0,0.955464169521458
14.2,-0.4,-39.1,-10.2,-10.2,6.2,0.5,3.4,5.2,3.5,1.0,0.8984876453795367
0.0,-3.4,-1.5,-5.5,-5.5,-5.1,2.1,1.8,0.3,2.2,1.0,0.93376545714273
0.2,1.0,-0.7,-7.5,-7.5,3.8,5.4,1.5,0.8,2.1,1.0,0.9665261330842616
0.0,1.2,-0.1,-5.7,-5.7,-4.2,6.9,3.6,0.6,5.4,1.0,0.9461304411625444
-0.2,-1.6,0.0,1.0,1.0,-4.1,14.0,1.9,0.1,1.0,0.0,0.9388305269011924
0.9,-6.1,-0.8,-3.4,-3.4,6.7,4.4,5.2,0.8,2.6,1.0,0.959651644998016
0.9,0.0,-3.4,-9.8,-9.8,-1.1,2.8,2.0,1.8,1.8,1.0,0.9562144555521368
0.6,3.1,-2.9,-5.1,-5.1,-3.5,2.2,6.1,0.8,2.5,1.0,0.9241081850664012
1.5,0.0,-0.9,-5.6,-5.6,5.1,3.4,10.6,1.7,7.4,1.0,0.9542946680176904
10.2,-0.0,-8.4,-6.3,-6.3,10.5,4.2,3.5,2.8,1.3,1.0,0.9658688662437386
4.3,1.9,-2.1,-9.8,-9.8,8.1,2.0,6.0,4.4,2.2,1.0,0.9709624046400932
6.7,0.6,-0.3,-6.9,-6.9,10.9,5.0,14.9,4.9,1.5,0.0,0.9690915913801856
0.0,-1.4,-0.7,0.5,0.5,1.8,3.1,3.1,0.2,1.6,1.0,0.9312099311682104
1.7,1.6,-1.0,-6.9,-6.9,4.0,7.7,6.2,2.4,0.4,1.0,0.9647163054342562
-0.0,-2.5,-2.7,3.2,3.2,-0.8,0.9,2.6,0.1,2.0,0.0,0.8962707574773189
0.4,-0.3,-0.2,2.4,2.4,6.7,9.2,6.2,0.5,1.6,0.0,0.9474561772067864
-0.1,-0.1,2.8,-1.8,-1.8,1.7,23.7,6.6,0.4,4.2,1.0,0.972523219841576
7.6,-4.6,-8.7,-10.2,-10.2,8.2,0.9,6.4,5.5,0.6,1.0,0.9655616386519222
3.5,-6.4,-4.0,0.3,0.3,9.4,2.0,12.5,1.0,1.1,1.0,0.9361217842897824
-0.0,-2.4,-0.8,2.9,2.9,4.3,1.1,3.6,0.1,5.5,1.0,0.92417624916801
0.2,-0.8,-0.5,-3.9,-3.9,2.7,3.6,6.7,0.7,21.4,1.0,0.9504956811764256
2.1,1.1,-0.3,-9.0,-9.0,2.3,5.9,7.5,4.0,2.1,1.0,0.9651689551124624
0.1,0.0,-0.2,-4.4,-4.4,4.8,6.7,2.0,0.4,1.6,1.0,0.9630499311069172
-0.0,0.0,-0.2,-3.9,-3.9,-6.4,3.4,3.9,0.3,5.0,1.0,0.9238601708657204
-0.6,-0.0,-0.4,-2.2,-2.2,-1.9,1.9,0.9,0.1,1.2,1.0,0.9309718587492164
0.2,12.5,-0.0,-2.7,-2.7,6.2,8.2,8.0,0.8,4.9,0.0,0.9542759432894208
-0.2,0.1,-0.0,8.4,8.4,1.6,5.9,4.0,0.0,1.2,1.0,0.895745128821814
0.2,5.9,-0.9,-5.1,-5.1,-2.5,4.2,5.7,0.8,43.4,1.0,0.9438255429892112
0.7,-2.5,-0.1,-3.2,-3.2,6.9,6.6,8.0,1.0,0.8,1.0,0.9595881617853468
4.0,0.1,-2.8,-6.2,-6.2,7.3,3.1,10.9,2.7,1.2,1.0,0.9572797512197022
0.1,0.2,-0.0,-2.4,-2.4,5.2,6.5,7.3,0.6,2.5,1.0,0.9533563433115548
0.4,0.0,-1.2,-3.5,-3.5,8.9,1.9,3.2,0.4,1.7,1.0,0.9594874379018292
0.3,-2.4,-1.7,-3.1,-3.1,-1.7,3.5,7.2,0.7,1.7,1.0,0.9284840193682348
0.4,-0.0,-10.2,4.0,4.0,8.3,0.6,6.2,0.2,1.9,0.0,0.8973839234570985
0.0,3.2,-0.1,-6.5,-6.5,2.1,5.9,2.2,0.6,1.1,1.0,0.9610562929714576
-0.0,-2.8,0.0,5.0,5.0,7.5,9.6,2.9,0.1,2.7,1.0,0.9468269254726348
1.4,-0.0,-2.4,-4.6,-4.6,7.3,1.8,3.3,0.6,16.3,1.0,0.959544931081184
2.2,-0.1,-1.2,-7.5,-7.5,7.2,3.2,9.2,2.7,1.2,1.0,0.9639643753979854
21.1,0.0,-5.1,-8.2,-8.2,12.7,2.4,17.9,12.5,0.5,1.0,0.969727972253952
0.1,-0.3,-0.8,-7.2,-7.2,1.3,3.7,2.0,0.6,0.3,1.0,0.9584345878976192
1.4,0.0,-0.6,-5.8,-5.8,6.4,7.1,4.1,1.3,0.6,1.0,0.9677271980901594
3.7,0.2,-3.2,-8.5,-8.5,7.4,1.1,7.7,2.5,1.7,1.0,0.9629077416877426
0.1,0.2,-0.0,-4.4,-4.4,5.2,5.0,4.8,0.6,1.4,1.0,0.9591105727390792
0.0,5.4,-0.0,6.3,6.3,4.5,16.3,5.5,0.2,5.8,1.0,0.9407194453880215
0.0,1.1,-0.0,-2.1,-2.1,1.5,7.0,4.4,0.3,1.6,1.0,0.9470737395930808
0.1,0.2,0.5,-2.4,-2.4,4.7,20.5,16.6,1.3,2.9,1.0,0.9648118419801756
-0.6,2.5,-0.0,3.8,3.8,-4.0,5.5,2.4,0.1,0.8,1.0,0.8982278027185564
0.3,-0.2,-0.2,-4.1,-4.1,7.4,2.8,9.6,0.8,5.4,1.0,0.9551633589009709
-1.8,0.7,1.5,10.5,10.5,7.0,11.3,4.7,0.0,2.3,1.0,0.924877519550073
6.1,-4.4,-1.7,-6.2,-6.2,11.0,2.3,10.2,2.7,10.7,1.0,0.9681024717134608
0.0,-3.4,-0.2,4.8,4.8,7.4,1.7,11.7,0.2,0.2,1.0,0.9141084075554072
-0.0,-0.1,-0.2,-2.9,-2.9,-3.0,2.5,5.2,0.3,2.1,1.0,0.9259781225895548
-0.0,-3.0,-0.0,5.7,5.7,3.0,7.2,2.8,0.1,11.0,1.0,0.9273158210242812
-0.0,-3.3,-0.1,3.0,3.0,-1.4,3.9,3.0,0.1,3.3,1.0,0.9128801633913236
0.7,-0.4,-2.0,-5.6,-5.6,-0.7,4.4,4.6,1.0,3.4,1.0,0.9461051471218994
-1.4,0.0,-0.1,1.1,1.1,-6.8,1.9,1.2,0.0,0.5,1.0,0.8931712551878861
0.6,0.0,-0.0,3.0,3.0,8.9,4.8,15.3,0.6,5.4,1.0,0.9304388142412076
0.7,4.8,0.0,-6.5,-6.5,6.8,16.1,5.1,1.8,7.3,0.0,0.9777597819018016
2.4,0.0,-1.8,-8.5,-8.5,4.5,2.9,5.8,2.6,2.6,1.0,0.9634555653711276
0.7,-0.5,-0.0,-6.2,-6.2,6.3,4.2,13.8,1.8,0.9,1.0,0.9569648124685344
-0.0,-1.4,-0.0,-8.6,-8.6,-8.8,5.7,2.1,0.6,14.9,1.0,0.9468080859903892
0.2,-0.1,-0.0,1.8,1.8,9.6,10.9,4.7,0.5,3.2,1.0,0.9604853563039054
5.2,25.2,-3.5,-3.3,-3.3,10.2,1.7,15.2,1.8,1.1,1.0,0.9342662174625124
0.0,-0.1,0.0,-1.8,-1.8,7.1,21.7,5.5,0.7,2.6,1.0,0.9756120852452776
1.1,0.0,-2.5,-5.9,-5.9,6.6,3.0,3.2,0.9,16.4,1.0,0.9631650313723216
0.4,1.3,0.2,7.5,7.5,-2.4,0.6,0.4,0.0,4.9,0.0,0.8714240293661096
1.4,-0.0,-3.7,-4.6,-4.6,6.5,2.4,5.8,1.0,0.4,1.0,0.9520240709059844
0.3,0.2,-0.1,-9.2,-9.2,-2.2,5.0,2.6,1.4,2.6,1.0,0.9596432722983188
2.4,-6.0,-1.3,-8.4,-8.4,8.3,2.5,4.0,2.0,0.4,1.0,0.9719436376008268
0.0,-0.0,-0.0,-7.8,-7.8,-2.8,11.5,1.7,0.7,3.9,1.0,0.9647103064826836
7.1,-0.0,-11.3,-8.8,-8.8,9.4,0.5,9.7,3.7,4.3,1.0,0.9549850061034136
-4.9,0.0,1.0,8.4,8.4,-1.7,13.4,1.4,0.0,7.2,1.0,0.9131254762240708
3.3,-0.0,-1.8,-1.4,-1.4,9.7,1.6,13.9,1.0,3.4,1.0,0.942532114064774
-1.0,-0.2,-15.5,-1.6,-1.6,-6.7,0.2,54.2,0.3,8.4,0.0,0.5972689391568562
13.8,3.5,-29.0,-9.3,-9.3,9.0,1.0,3.1,4.6,4.6,1.0,0.9323150967667188
2.2,-0.0,-10.8,-4.3,-4.3,8.5,0.5,5.4,0.6,41.2,1.0,0.9471243569906864
3.7,-0.4,-2.1,-4.7,-4.7,8.5,3.5,10.6,2.0,0.7,1.0,0.957298749021108
0.0,8.8,-0.0,-3.2,-3.2,-0.9,15.9,6.8,0.8,2.7,1.0,0.954840928737638
2.2,2.7,-1.0,-4.5,-4.5,7.8,3.6,8.2,1.4,0.4,1.0,0.9576790795002086
-0.0,-9.7,0.0,3.0,3.0,-0.4,9.3,3.4,0.1,2.3,1.0,0.9338911811738132
1.2,-0.7,-0.1,-6.9,-6.9,10.5,3.0,3.7,1.1,4.1,1.0,0.9727121984554158
2.9,-0.0,-3.6,-8.9,-8.9,-2.4,2.7,7.4,3.5,1.4,1.0,0.9449888349855556
-0.7,-3.8,0.1,-3.7,-3.7,-8.3,8.4,2.2,0.1,1.4,1.0,0.9333543956512176
1.3,-0.1,-5.4,-11.5,-11.5,-4.9,1.1,2.4,3.0,0.8,1.0,0.9464329802040944
-0.1,-0.2,-0.0,1.9,1.9,-1.9,4.9,2.7,0.1,1.8,1.0,0.9178744911571544
-2.4,-3.2,1.3,6.1,6.1,-4.6,13.8,4.8,0.1,9.1,1.0,0.9133522424245604
0.0,-0.0,0.0,-4.1,-4.1,5.3,4.6,11.5,0.7,1.6,1.0,0.9507957146614652
0.0,0.1,-1.1,-5.8,-5.8,5.5,2.9,1.6,0.4,1.6,1.0,0.9617284018467264
-0.2,-0.0,-0.0,6.3,6.3,-0.7,4.6,4.2,0.1,14.9,1.0,0.8976225246140926
0.3,-0.5,-0.5,-3.8,-3.8,4.0,2.7,9.0,0.7,4.7,1.0,0.946070724113303
0.1,0.7,-1.1,-7.1,-7.1,2.9,4.4,1.2,0.5,9.1,1.0,0.9633055006209325
0.0,0.2,-0.0,-6.0,-6.0,-0.5,6.5,3.7,0.6,3.2,1.0,0.9552964617640142
7.6,0.4,-3.8,-3.5,-3.5,8.3,3.9,11.7,2.4,3.4,1.0,0.951552655691372
0.5,-15.1,-0.4,-6.0,-6.0,4.4,3.5,4.7,0.9,0.7,1.0,0.9641531204467256
3.6,-0.2,-0.8,-5.8,-5.8,9.8,7.7,6.7,2.6,1.8,1.0,0.9723624774143029
0.1,4.3,-0.0,-0.9,-0.9,8.5,3.0,7.8,0.4,1.7,1.0,0.9478488077694984
0.0,0.0,-0.2,-10.4,-10.4,-5.5,6.2,1.3,1.4,3.5,1.0,0.9592255173553668
5.3,-1.2,-18.7,-8.9,-8.9,7.0,0.4,4.5,2.1,1.5,1.0,0.9404830341829992
0.3,4.2,-2.0,-8.0,-8.0,4.5,2.1,2.1,0.8,1.1,1.0,0.9614105726422416
0.1,0.4,-1.3,-4.7,-4.7,-1.0,3.4,2.4,0.4,14.3,1.0,0.945399597999706
0.2,0.1,-0.2,-4.0,-4.0,4.1,6.4,3.4,0.6,1.1,1.0,0.9589985789280812
0.0,0.1,-3.4,2.3,2.3,7.2,0.8,3.0,0.1,2.9,1.0,0.9285905550965118
2.5,-0.4,-4.7,-6.3,-6.3,6.5,1.5,7.5,1.5,5.0,1.0,0.9535891232364668
1.0,-0.0,-1.3,-8.1,-8.1,6.3,2.0,3.3,1.2,1.5,1.0,0.9662314466453199
0.1,-11.1,-0.6,1.3,1.3,-1.4,6.4,6.3,0.4,3.6,1.0,0.9262459227517572
0.3,0.4,-0.3,-5.3,-5.3,4.4,5.3,6.0,1.0,1.4,1.0,0.9589005379993436
0.1,-0.2,0.5,-4.2,-4.2,5.8,26.6,7.7,1.2,4.0,1.0,0.9809966309633356
20.8,0.8,-5.3,-7.3,-7.3,10.7,2.1,36.8,12.5,0.2,1.0,0.9429726708811328
3.1,0.1,-1.9,-3.0,-3.0,10.1,2.6,11.5,1.4,1.4,1.0,0.9532322722996284
1.9,-0.0,-1.2,-7.2,-7.2,8.3,2.9,3.8,1.5,1.0,1.0,0.968562449970479
0.1,-0.1,-2.1,-8.7,-8.7,2.3,2.1,1.0,0.6,15.0,1.0,0.9628793404064032
-1.1,-1.4,-0.0,4.6,4.6,-5.1,4.1,1.7,0.0,7.5,1.0,0.8894384176453133
-0.0,5.1,0.1,-5.5,-5.5,-0.4,17.5,5.4,0.8,0.6,1.0,0.9662932450881804
0.9,0.1,-2.4,-8.0,-8.0,6.6,1.2,3.6,1.1,1.6,1.0,0.9638018250725277
0.5,2.4,-1.3,-7.5,-7.5,7.4,1.6,4.4,1.0,3.2,1.0,0.964633236893232
0.2,-0.1,-0.3,-6.3,-6.3,4.9,3.7,4.3,0.9,2.9,1.0,0.9620596369876544
-0.0,-0.2,-0.1,-6.6,-6.6,-5.2,3.2,1.3,0.2,2.1,1.0,0.9422017322107482
-0.3,-1.0,-0.0,-2.6,-2.6,-4.2,3.3,1.7,0.1,4.8,1.0,0.9296977520778722
2.2,0.1,-0.2,-8.8,-8.8,6.9,6.9,5.0,3.4,6.2,1.0,0.9749654332216904
3.6,0.2,-1.4,-9.1,-9.1,9.0,2.9,5.1,3.6,4.4,1.0,0.9733587227080496
13.6,6.1,-14.7,-7.8,-7.8,10.4,1.7,6.3,4.8,2.3,1.0,0.9543421309145262
6.5,0.0,-25.8,-11.1,-11.1,3.6,0.3,3.1,3.9,1.4,1.0,0.925669185726292
0.0,0.1,-0.4,5.1,5.1,2.2,3.6,5.2,0.1,5.5,1.0,0.9081539299448091
0.0,0.1,-0.0,3.2,3.2,5.5,6.6,4.0,0.2,3.7,1.0,0.9393121881358418
0.4,-0.0,-0.1,0.3,0.3,8.1,6.8,10.6,0.7,3.5,1.0,0.9486487536428526
0.1,-0.3,-0.3,-8.0,-8.0,-1.9,5.2,2.1,0.8,3.2,1.0,0.9574458280802144
-0.3,-5.1,0.4,3.5,3.5,4.1,11.6,3.1,0.1,6.7,1.0,0.949024357714308
0.3,0.3,-0.1,-3.1,-3.1,3.3,6.6,5.9,0.7,1.5,1.0,0.9526279537953568
5.6,-0.0,-1.2,-0.3,-0.3,11.1,4.3,16.4,1.8,6.0,1.0,0.947324560240818
0.1,1.9,-3.2,-5.6,-5.6,3.5,0.8,3.7,0.4,4.2,1.0,0.9475530860855148
0.3,2.8,-0.0,-3.6,-3.6,4.2,9.0,8.8,1.1,1.7,1.0,0.9562873204436654
16.4,0.0,-6.5,-9.0,-9.0,12.2,1.3,12.5,9.4,1.0,1.0,0.9698038976535726
4.0,-0.3,-1.3,-7.4,-7.4,8.3,1.9,16.6,3.5,2.7,1.0,0.9580511347087438
5.3,-0.0,-0.2,-9.6,-9.6,5.8,15.8,5.8,8.3,1.9,1.0,0.9826568705900096
0.3,-6.8,-1.0,-9.0,-9.0,4.0,2.0,2.2,1.0,3.6,1.0,0.9675636181258224
21.0,4.8,-2.4,-10.1,-10.1,9.6,3.1,28.3,27.9,0.5,1.0,0.9689185455561338
4.0,-0.1,-1.7,-7.1,-7.1,8.5,2.9,7.4,2.5,1.9,0.0,0.9662210932002396
-1.2,2.4,-0.0,5.4,5.4,-6.3,2.1,3.2,0.0,6.3,1.0,0.860550049986816
-0.3,3.2,0.1,5.6,5.6,-3.7,26.2,3.1,0.1,1.9,1.0,0.9442642771569806
0.4,-1.4,-2.0,-7.7,-7.7,0.2,2.5,3.5,1.0,2.5,1.0,0.9531642488055586
-0.0,-0.0,-0.1,-6.5,-6.5,0.0,2.7,1.7,0.3,2.1,1.0,0.9534686939732084
8.1,0.2,-8.4,-8.9,-8.9,6.3,0.9,10.7,4.5,6.2,1.0,0.9535730171966574
4.4,-0.0,-2.0,-8.7,-8.7,9.3,3.0,4.5,3.2,5.1,1.0,0.9730939331363998
1.4,-4.9,-2.7,-5.6,-5.6,4.5,2.0,7.7,1.2,4.2,1.0,0.9519728378229187
2.4,0.0,-5.4,-6.0,-6.0,5.2,1.7,4.2,1.1,10.1,1.0,0.9529512688241673
2.4,-0.3,-2.5,-6.8,-6.8,2.3,3.7,7.3,2.1,1.5,1.0,0.9527887736812964
7.1,-0.8,-1.5,-6.6,-6.6,12.3,3.6,5.2,2.7,2.5,1.0,0.97426666484576
0.5,0.1,-0.0,-5.1,-5.1,6.6,8.2,7.4,1.2,5.1,1.0,0.9661627690192096
3.6,2.2,-1.4,-10.8,-10.8,2.5,5.3,4.1,6.8,1.5,1.0,0.97086452087436
0.9,-0.1,-0.2,0.0,0.0,8.9,4.1,10.0,0.7,2.8,1.0,0.9473421856643194
18.3,2.6,-14.6,-10.1,-10.1,9.7,1.3,7.7,10.8,2.4,1.0,0.962567899563352
-0.0,0.0,-2.5,-4.4,-4.4,-8.5,0.6,3.8,0.2,2.1,0.0,0.9024329060188774
1.2,-0.0,0.1,-5.6,-5.6,9.1,12.3,20.2,3.1,0.4,1.0,0.9665279150737912
